#TAXONOMY,"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"a917148113ad33b2bcb36779e351b156","Bacteria",NA,NA,NA,NA,NA,NA
"dfc7ec05061f2c03c1751b711d7146f6","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"ffc646bf6ed395ee0df8d8c0dbf21427","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"c453e6845d0882655cc0339abdc36a4c","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"e205f69cb11f7826c6568d11f51ca33c","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"d42f5284c881b804dfba4e184843c60e","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"6160f9dda9965dce4bf2586611440023","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"90d0df8ba949704b91b8da7bc6703796","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"6e17cc04f5efbdf41e30d4e0a017f1e9","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"df4123d15b854dc9ca368ac312d2d60e","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"52437ef3515270ed37e717f8c951b4a1","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"28f78019f190f28b5197c413c2d1aae0","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"e7ba409ab88d9d4d97404acd23fc38f6","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"00dcc3938c6028d50d15d9543192eb61","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"10238a05b30f61692a8cc0a8eaff9d3d","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"ab979d37979498f8ba2d55f71d87c966","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"6f26aa3b073c5b33ec723d532f1ed8e7","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"9cbacd867451d905c10d9f38cf3d29c1","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"f54afe6a395a6994f90602c9742a0d9a","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"ce6f93e4676bbcffb354a86ed24f477f","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"c462b76a04786a6dd1b9cf2d191f95ac","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"3d135133f2ccc55d88fe289b5582158c","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"49fade1838eecbd9d7a351002f2b3955","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
"ecd83001f33500b1f8a2558a3f49c70b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"aa5b42262468c2fa3e150b5ab9d4b900","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3b767edb9ac5f578a776b401708e9229","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"0ba227caffdcdff86b4b5310afb94b20","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"21da4413d668becf7c10020cda072c2c","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b76601594b9ad7c5ed950541c4b0c467","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c680f3f7854c54ffacf3650bec800fab","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c3a44192c5fd8fa82ed54f73b27f93be","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1441e4352b8a0d220cf529e5d7f60baa","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b78f77dfd1f061c10849fbd29f2c6bca","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"873413818fd2f6dcf08d190c649eebbf","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"95f448e11334c5eb429799c44fecdef7","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"33352d6dc73ab5a5bed41ca1834408a5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"feecd1480820bb2c8c54f60ce00ee53c","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"97337f9bfd08d7b380f114d886eb6a4d","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"756f58c6b601f85a3c33ef7d1bb8cfaf","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"02e5f7d87c8095d4e4d014ed78227956","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae",NA,NA
"7a4074589f73d8bd75710fda380bc2e5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"23a0a0cbbdb31edac1379e0882b3150a","Bacteria","Elusimicrobia","Elusimicrobia","IIb",NA,NA,NA
"0b57b415f2a594ed32152e364967577d","Bacteria","Elusimicrobia","Elusimicrobia","IIb",NA,NA,NA
"310be03058fd9023e88fc4a80a148695","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"ba2726169fa825093bf6b9052f2b1111","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b9f9bf0179e29ec9914d918b91fcfcfc","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"8bf17b4aa0d70ef664daa79041e67f23","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3ba091a9afc90814a420337c44c5a79b","Bacteria",NA,NA,NA,NA,NA,NA
"fa0d7dcf7e9f267e305ae2bb0fe4c16b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a5db46ec9499e90889890256b2d39192","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6718cd715ddcc9c4bc3a0743cf2ca57a","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b2afe9778f9d605ee80ff579d8e757c6","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"aee3ddbca8ce1b6df682551c4df8e593","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"876851c4385da3855b9a6874bde39495","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"5e4b331de10cadf9ced3776f076c6b77","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d1a4db5b163bcffc2bd792da9b4c275e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"dd4098b6ae7523c0fc29d503e5e31ab7","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"337df3a7244405ccd47345194085e157","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"255f146684d7608ee1a1c0cd43977b6c","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1f57726845dd3902486bc227e86e152d","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a89ad2ba10c8ac7fa0cd5ef89f7675eb","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6e280588dee56fe1d5d9a30e2ec9a7ff","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c853181233b99df4a97d7e604cfa3ae5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"cd54ddae711f6cc2fcf3b4aff74791e1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c49a06014536b6ca25638fde5c78ca5e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d67623683ccee5c6ce498cc8e77656b9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a39fab6d297d90db92adb58a7be61c73","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c1a72b99f14e4d8d80ae951b3d43a599","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"bb4abc198ed5c2e7c415f4b62db96345","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d54531945053f254c6de093ab8ffb023","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"dd0a5f71ee566404d1f125efd7aa1bc9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"76136b1a12d76472b743301d820af84b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3e2ec7c80f34f2d3203c70d7c86ce88f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"098d84babd73b29517ee1604d6e3cddb","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"2125942caf66f7d700787b1382034c9f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"987498acfd5b5f1cab6cb9f4775b7941","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b0b93045bf7893c1a1bf2637d71bbb43","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"656a808dac6537ac7a9162edbe2f250a","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"dc5d0278d687c94b48c53599d8daa2e0","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d66bd6c50c7e794a822921b69af149a5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"405f97d9554ee3fa2f42e91f764885f3","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"0a8ccfdfe1d48aff4b7b17be27e2b398","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"4f9850f4e9515add62cafce57febbfc5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"e90658353f5ead540c3d88f38c6fb766","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f26c937fd6fcde1301925cfa335a7965","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"8001197676344085202f7a98e2a62647","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"cfdc631b191d702a90eb71a499f79e56","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6bfedf942bdcc39caf79223c8d9caa95","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"04ab86ca1e93740183a60105ebe1855d","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a5caffc75dfe4fafa4e4e0e8a99732c4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"af78cd608a03fc2da9849d574735aaea","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9c71faa17d30ea84de1eb52178ad2d33","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"bd10952a3089abbc171ba0ab477737e4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a83620d58144abb4786bd32e2fed81d6","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"4efdaf24250aa36f61712a66c10e0ae5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b368f77e5bf9429e0d7de6c0b35c0cfb","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"65e8cc04fa6008fc18d5c77283bc7c0d","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3fa96e694169b6ce45b383b74ed4db99","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"28202f3a882471db098ca8faa1a7628f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"fe106aac5b74b8d2f387ba0f024cfb7e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c313a65825c2255ba39c2dfef7194a0b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"fe17da4a82ae9cbd572ddc162797c488","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b1dc8ae8c4617fa3a35d0589bb608727","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f81b038305c281c0674761c41805ba95","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"915c5b00fa18ace8b067f0f92cce6eb9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"622eae0d2034ab363bd5e8242db97efc","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"49a70ac8fb4a587e46860679a83cd0e1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"aff820032c2088ba9e083dca5c040677","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"878abc4c9e4378c919bcc48918980392","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"acb1c8cd096e84c33c408b029a4b7307","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"daa2f73cc894a6b146d73c72878c136e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"2921a7d1fbb354e06da476b8512eaa57","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"ef844b8f36ddbbe1869ba82b281db7c7","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"e4de7f44d1344a07f70d6194b5deb194","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6b419c2eb377e79e8eba67db339e9c9f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1de889080e6639a20e5476a166e0a1b2","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"0705cdf7e379d0bb8f458df10ec0dec9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"dd917aa914c2f1f737986612725cb37c","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3cb786afce01d418014f572b94f8cdee","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"fc20d44dddd0433116b4093d286e073e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"30a430dd9698c9d3628337feabcf092b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c9283bdb19b05d66aeddc74521cebae3","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a8f760b23c592ab2d0c7b4dcc416cac2","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9183b685dd659d42ff4aecc9b31fa1b4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c98da78a03a5fae1dd1be6a0e34fde9e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"e36109f8f16588aebbe44a14e2933242","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6fb59da9520f7fd047cc11d106139cdd","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"05159e363a4357e87cc0c291668d5688","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a74f003bf2fb53618781923a0fde2e05","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1582f9a72b779a341be28e0506b88c6b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"60e0d487e165b9ba3dd22f3585ae7da1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9b3172dffd85b3c72cc291ca0a5a06b1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6ef4d23202dbd6588519f5fd9fe28162","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"622a5c7a54e42ab116b6c720ce8c6871","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"8fe4a62ac92518eede93969a2c968954","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"e98ec5700b6d43bc250ef12727445945","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"fe87eeaa64ba03d1d575855c84765de8","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a245175513adc055ae7ca823d411e5f3","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d22ce51c5f6b765ec5100fd6dfd971af","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c85fd499feedc2c2c140d69c7201dfa3","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f66e1b7e30ef1074d7946f4849abe6c1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"59b001e66069cd724f0fcfb7ad290ea0","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"0cff41a472f091677f3986d635a60ae4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f1012d17b015a8648734e4e52b396c73","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"dc7ccbfb1f68c2cab02b9d1209b4f033","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"777e25bfe0f09ee4144e536e82e572ea","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"7371a6500a60cafbb84c626bd69da57e","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9c1033ad1c44331e64aa082dc7d9252a","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"03c9f3805faa282060be6b409c25d7d9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f6cc32c78ec4db40f11fffc7f279b035","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"e38abf00169b5f27fe1bb6b46c301fd1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6682c99fb0d634e532db3d99ee2cc188","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"83f2de5e2adb791339f1b43061363caa","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c37c40b0985323167c57a73c0d9cabdb","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f66d4fe37155494445ebf0fc90959f88","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"38085e2eba57a4adffbc33ec326041e5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"bc99a5a89d5119c845964b6c64de9d6b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"4310c7f0aa0d129a0d4e8d38d2f2e595","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3e5190108d9a3f068530e804622b7683","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a935b242adb3da2854b86f57249b3857","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1fcbab9c0e856e2cc2810ccbe9be7104","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f4c3ddcffaa5f4ae738d9969be1f52ac","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f1429397fd4abfa0ae7578a14938f87f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1d0e32494577d3219499a74d413698be","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d8eacc2b52158713886ba50f8fc85fab","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d0ce4c89a70473e0f1e903c189c0dad7","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"cc68ebd6ab6614bd2466dbc68b04a020","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"fd5d5894ba650df848a5a3f8e2e4b7c4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"b0186ac168855b0b429ea347b2c18496","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9a65445ada659541e5752213e69411d0","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f9de802c5ca3d18423eeeaacfc86ada5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"4e6cdaf9ef1cd748fe57edfc48500999","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"8e79aacc4a2ce5a2134e78ca4fb218e0","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"527b7a669e8e5cc6c360bb5c7cdf9ac8","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"733758bb26542230f1bd8ebf71c62850","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"68075d66d3403eaca229ca3cdeb9c614","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3a9a70697289d4d5ec9af2ea3d379674","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"6bc1b46ef82cef50c1b6431dbb9cf5da","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"31cbb0972d83f64d3785852eb2638aff","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"7514d515b93223b09abe227d532a48a9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"5e47f16a597b5bb0f78a9a54118f7dc2","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"291dca8ebf4c5ba3d484059c767e05ae","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"29b19c343c8a7aca260d9c5be1865443","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"3e688ee99d9c1ec123f0347fe61678d1","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"eb1a887b52b9d490e6e7d53435dda76f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9341ea78b92dedea1f1001325479c124","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f99020eff216cb1f55717b5b87840a1b","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9977442794489c0ba11b19176d620efd","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"a967214bf13728b03804d520a01566db","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"0a890d750a68610aee2971b879948e68","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"f32f0c2ed816dd6aa89e10f840f12f2d","Bacteria",NA,NA,NA,NA,NA,NA
"ceef4560d1f9cbe68b00f2181e2b64a6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"85d318382ef6bb5444d4cb2587d20cb7","Bacteria",NA,NA,NA,NA,NA,NA
"428df041b44e979bca712841fadb3ca9","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"8d4973ab02f9b09b6c573af166afbf23","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"e4e5e742b72ef66374f5f033aeb282bf","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c3716fb02d998fdee52afca7f8375219","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"61945f7906ef6e8422bc975ade12e89f","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"9732bfed97645933a2e86a8126b7bbd5","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"302baaef398cc4310dbab66bb3410d4d","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d50361b6a73301d27c3961203cad12ec","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"7b48900026ecb2744f16ceafc5e72360","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"dbe53ad6c3e1a922b2a92187a41645b4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"69dc1c2f94ba7506410cff6d171f69be","Bacteria",NA,NA,NA,NA,NA,NA
"9dc50828c1c689108c84df1fc34ef93e","Bacteria",NA,NA,NA,NA,NA,NA
"e2211629ededb578e253b2193b845f90","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c617471119e81714ddbff53d72a5d737","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"2c8c1540f259c2768974b697ad3a0631","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d5af0df21514682fd7e05028124cf2cb","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"129ac99422bc7fce0f0f79ed474fa5e6","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"8aebd807ba0e1c4ecabca09aaaca5039","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"c8fca463bb14f07b95c658a13aa4dae2","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"d5ea839017e9a718c5f50db4add084ef","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"1170ebf6d22918278a89db4cb5530895","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"2b97ceae8dcd8d5b53fc405ec8602a30","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"99bc98ba0060365c45ab445be9c6a3ae","Bacteria",NA,NA,NA,NA,NA,NA
"0886247ee1ec8553b19357daf5702301","Bacteria",NA,NA,NA,NA,NA,NA
"a85b472b74f07e3ef476887e5175a7d4","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA
"70f25d23b0822a349489a88a7be15f46","Bacteria","Elusimicrobia",NA,NA,NA,NA,NA
"149fbc5e7a6d1b6557f2ca61a63c6997","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"588ab9aac8824c703b91b36b53ac02c3","Bacteria",NA,NA,NA,NA,NA,NA
"825ea60adc1a263d650eed9e30e41e8a","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"8d68f6e835c82a29cfa5035315d60d25","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"0a1a1bbf879052bbded74411dc337cb4","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"5a36a3f3ed717cb599e5edbe66e7dd10","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"dfee3cf04bde742bcc6b35ab3614b235","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"3297d84e95c0b90c1e75a833368f8a7e","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"f4db552293b669e8c12c01c5cc5be55c","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"d39094b9bcde827f527a4687df997248","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
"bf9b59d5322a7eeb2c0ea4647d0643e8","Bacteria","Elusimicrobia","Endomicrobia",NA,NA,NA,NA
