#TAXONOMY,2019-036,2019-037,2019-038,2019-039,2019-040,2019-096,2019-097,2019-098,2019-099,2019-100,2019-111,2019-112,2019-113,2019-114,2019-115,2019-156,2019-157,2019-158,2019-159,2019-160,2019-171,2019-172,2019-173,2019-174,2019-175,2019-191,2019-192,2019-193,2019-194,2019-195,2019-206,2019-207,2019-208,2019-209,2019-210,2019-236,2019-237,2019-238,2019-239,2019-240,2019-261,2019-262,2019-263,2019-264,2019-265,2020-276,2020-277,2020-278,2020-279,2020-280,2020-291,2020-292,2020-293,2020-294,2020-295,2020-306,2020-307,2020-308,2020-309,2020-310,2020-326,2020-327,2020-328,2020-329,2020-330,2020-341,2020-342,2020-343,2020-344,2020-345,2020-356,2020-357,2020-358,2020-359,2020-360,2020-371,2020-372,2020-373,2020-374,2020-375,2020-391,2020-392,2020-393,2020-394,2020-395,2020-411,2020-412,2020-413,2020-414,2020-415
67e3d98f55cc450686b0608c83dc5ffe,0,0,0,0,0,89,32,28,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,36,33,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,61,0,178,150,115,271,154,135,179,128,0,33,0,39,0,0,0,0,0,0
b111d549c980764da87b904a5ccee1c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,54,46,71,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,42,41,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacef1881957b19af770dc008a70e5f6,0,0,0,0,19,0,0,0,0,0,0,31,0,16,0,0,0,0,0,0,0,43,28,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,39,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,92,56,58,28,0,0,0,0,0
ab83cf9f1d467af1864e32e6bc2a3db9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,57,51,33,39,33,44,0,0,0,0,0,17,0,0,0,0,32,0,0,0,0,0,0,0,0,0
661d23947d759d15c5255bd9059bc4af,0,0,39,0,0,19,0,0,0,15,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,14,0,19,125,68,125,77,20,9,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,28,43,91,54,37,49,42,19,24,0,23,17,0,0,0,0,0
7e6f369a858cac177fadd0746e973e2d,0,15,0,39,31,35,14,18,0,20,23,33,65,41,0,0,0,18,0,11,0,0,75,50,43,16,0,0,0,0,66,42,75,32,19,0,20,20,21,0,0,0,0,0,0,34,0,0,0,13,0,19,29,29,0,19,74,67,76,47,18,0,0,0,21,46,34,33,37,62,52,0,58,60,85,88,33,36,62,41,61,39,15,24,21,0,0,0,0,0
e89017bf8c6875af8dac237d5f4d2922,25,0,0,65,50,60,14,29,13,33,0,39,99,71,0,0,42,40,29,28,13,70,84,68,48,17,31,22,20,24,26,12,39,0,0,32,32,23,48,39,22,39,0,10,21,0,17,0,0,0,0,30,66,0,0,33,76,98,120,56,55,20,38,30,39,48,70,66,86,87,35,0,160,111,130,140,75,69,78,84,119,111,50,91,64,29,43,0,24,0
68683c0e651b7aa37fd0dc4410ab57b8,0,0,0,0,0,0,0,0,0,0,0,34,90,78,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,41,36,59,0,0,0,0,0
1448769ad8ea0764a1fd19f1f7c6d8f3,0,0,0,0,0,0,0,0,0,0,0,0,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8b2e6c3975a0ea7b77f6f9993cf91f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,40,0,0,12,13,20,0,0,0,0,0,0,0,0,0,0
4a53ae4121c28bc09d6695bc6c915bfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c8c586cdaa021e451b1161b8989a978,0,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,82,0,0,56,21,0,0,0,0
b4833648ae996856d89597ea9375109c,0,0,0,0,16,37,20,0,0,34,0,50,57,71,0,0,0,14,0,0,0,29,23,19,37,0,0,0,0,0,17,16,0,16,0,0,26,19,38,27,0,0,0,0,0,0,0,0,0,0,0,15,28,0,0,0,30,34,40,24,0,0,0,0,0,19,0,0,0,0,35,25,117,79,105,90,55,49,90,58,84,0,47,49,0,0,37,0,0,0
7a3c705a383ad577eb585b571d5ce16d,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,31,19,14,15,0,0,0,0,0,16,12,20,0,7,0,13,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,27,15,37,0,0,0,0,0,0,0,0,0,0,0,13,0,24,20,35,21,7,9,0,15,0,0,0,0,0,0,0,0,0,0
555e2e6423eaef47b199c6d87e0c6048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,39,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e05acc52d0217f9c63c07552aed34f5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101b35463c3f2f2ebfb13a142c3f9b41,0,0,26,43,72,0,0,0,0,0,0,0,0,0,0,13,15,43,31,27,0,150,136,81,42,0,0,0,0,0,59,39,57,0,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,0,0,42,125,93,152,63,0,0,0,0,0,0,0,0,0,45,25,0,51,36,0,62,0,33,49,35,0,0,0,0,0,0,0,0,0,0
f8d45bacb3c2c342eb679457665c2bb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,12,0,66,74,60,37,56,56,33,0,0,0,15,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0706ad80c54800950863090ec3bada1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,19,16,0,10,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c0c97c01e5880ae1b337b665e2f1353,0,0,47,45,0,27,31,24,29,23,0,13,21,0,0,0,21,28,0,19,0,51,60,66,44,0,0,0,0,0,0,0,19,0,0,0,32,26,35,29,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,54,81,58,0,0,0,0,0,0,0,40,0,0,0,39,33,108,79,66,54,36,26,51,30,36,24,0,0,0,0,0,0,0,0
efc5727dbf84df17146656c5a3ed6af5,0,0,0,0,36,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,0,0,0,0,33,25,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,50,0,0,24,35,0,45,46,0,0,0,0,0,44,0,32,38,62,0,0,0,0,0,57,0,24,30,33,0,0,0,0,0,0,0,0,0,0
b5dc343f3c619ea1b6a0e62bd331a173,0,0,0,0,0,0,0,10,0,0,0,25,41,64,0,0,0,6,0,0,0,11,0,11,15,0,0,0,0,0,11,0,14,10,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,6,0,0,0,24,29,39,28,17,15,25,21,37,52,0,20,0,16,18,0,0,0
58bd61604caa68bfb8991b2e2fdd105e,0,0,0,0,0,0,0,0,0,0,16,38,169,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,18,0,45,49,28,23,29,0,0,0,0,0
de2f7821c056f59bce94ba041f021155,0,0,0,0,0,0,0,0,0,0,0,0,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
4e2ecd768688fffe2abae3b42c5e6bda,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0,34,21,32,0,0,0,0,0,25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,43,0,0,0,0,0,0,0,0,21,0,0,0,0,0,27,37,0,0,0,0,0,58,57,0,0,42,0,0,0,0,0
26b4dfc56d080af548d05168f5958bea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
74c9ccc97f24e96ae48de4cdb9c732ac,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,0,0,0,0,0,21,0,0,0,0,0,0,0
f36f908a93c53802f77f63b82d66ed1f,0,0,0,0,44,0,0,0,0,0,32,71,141,51,0,0,0,29,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,12,0,42,0,0,0,21,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,51,31,0,0,22,33,70,68,0,75,59,45,47,0,0,10
e1d895b94fb36ec3bb0c6b70924ce7d7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,48,96,75,0,0,0,0,0,0,0,0,0,0,31,38,0,0,0,0,146,99,136,60,0,0,0,0,0,0,0,0,0,0,135,0,135,0,139,0,0,88,73,0,0,0,0,0,0,0,0,0,0,0
6b936f0f68cc63dae4af8aa8b1881513,0,0,0,0,0,91,0,0,0,53,0,0,76,44,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,41,79,63,88,74,0,54,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,129,96,0,0,79,120,91,94,65,90,0,0,0,0,0
426c91dc42cb1b292cfb38e4cbd417a8,0,0,0,0,21,9,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,59,0,32,0,0,0,0,0,0,0,0,0,0,0,9,16,16,45,14,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,69,44,57,0,0,0,0,0,0,0,0,0,0,0,24,0,27,63,72,38,21,15,31,25,0,0,0,0,0,0,0,0,0,0
43a4e89a281136b307048d6a5ba86176,16,12,36,39,59,15,0,0,0,21,0,0,0,0,0,0,44,73,17,36,0,66,34,27,0,45,17,24,22,29,30,12,21,23,0,0,12,0,24,0,0,0,0,0,0,24,23,0,0,0,21,0,48,22,0,8,36,54,54,47,59,0,14,29,42,52,37,59,41,81,29,0,32,39,0,40,0,27,31,29,25,0,0,0,0,0,0,0,0,0
5a651515d2b4472811dcea2d31c215cb,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,0,55,0,0,0,0,0,0,24,0,27,0,0,0,0,0,0
a68d0d0b2f65f93b5654176ce6245509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,10,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
f8a0d65593a9a7ee35be6e3d2a5b73b2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,22,22,18,0,8,0,0,0,0,0
b6760bdd85d799dc1241998ae6bcf199,0,0,0,26,27,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cede59d87be971e255f27e54332c1e38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,22,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7c5d365e887be0b4994513195c86007,0,0,0,0,8,6,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
d10665f366720eaf4afe1edfb461f3c6,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360c5c821948f093e90073da101633e,11,0,0,15,17,0,8,0,0,12,0,0,0,0,0,2,0,22,7,10,0,34,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,0,0,8,0,0,0,13,7,0,14,35,51,63,33,27,8,7,0,16,30,10,18,30,29,0,0,8,8,11,33,20,19,20,0,0,0,0,0,0,0,0,0,0,0
97103b88bb978fedc06409b51d5fd4a0,0,0,0,0,24,13,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,0,37,18,16,23,0,0,0,0,0,0,0,0,0,0,0
35008a55f7465446ea3746e76ac38d64,0,0,0,0,0,22,0,16,0,0,32,42,0,71,16,0,27,44,0,43,0,20,20,23,23,0,0,0,0,25,0,0,0,0,0,0,0,23,40,18,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,14,19,0,15,12,0,0,0,0,0,16,10,25,37,24,0,0,0,46,52,54,31,32,49,35,0,45,27,0,0,28,0,5,28,0
4824edb999783536255bc32abb0d1a3d,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,0,0,45,48,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,0,0,0,95,65,31,49,0,0,0,0,0,0
500059389613ef33e57c3fa99f3b6da1,8,0,0,9,0,18,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,18,0,0,0,0,4,0,0,20,0,11,0,14,8,0,56,28,26,97,42,20,35,30,0,0,0,0,0,0,0,0,0,0
74069a2c1c614e13e296de7c1daca690,0,0,0,50,36,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,12,21,12,0,0,0,0,21,21,0,0,16,0,0,0,0,28,26,30,24,0,13,15,23,0,0,0,0,0,0,0,0,0,0
674964b16cd7491718436446835caa0f,0,0,0,0,62,57,65,57,35,51,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,33,0,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,107,0,74,0,76,75,0,55,60,32,63,0,0,0,0,0,0
2aa8b333dc924b4d5d5cf290136ef931,0,0,0,0,0,0,0,0,0,0,0,0,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
dc7e1d9d7187dd8fbf8f0974e46bba33,0,0,46,52,0,47,0,0,0,44,0,72,119,72,0,0,0,45,0,0,32,106,99,92,72,0,0,0,0,0,0,0,0,0,0,79,101,57,118,0,0,17,14,0,0,0,0,0,0,0,0,50,46,0,0,56,148,89,111,72,0,0,0,0,0,0,0,0,0,0,122,0,76,57,147,156,149,50,92,156,161,133,47,54,119,0,26,0,0,0
4ab543530381b0170215407f3dfa2c78,0,0,0,0,12,0,0,0,0,11,0,0,38,0,0,0,0,8,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,8,0,0,7,13,7,0,0,6,0,0,0,0,0,0
342ffacbc76de480a06553559c31cadf,16,0,0,26,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,7,13,0,0,9,0,27,0,0,14,0,0,0,0,0,0
45ff440c082c36c89b2e591f5a7cc2b4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f635fd470ac5fea2728810ecafa37da9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,24,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b4c5658ea7845577ec7a834e1664a88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,35,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735c2faf01bbff6f52784b2e9e8caebd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eff6115f16c53c8a41200fcb57f2ac16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,27,30,25,37,21,0,0,0,0,18,34,24,15,21,39,0,0,0,0,0,0,0,0,0,0
d1778fd09d2c9aec43329e080c45f2c8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,25,11,0,20,24,0,0,0,34,110,41,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db3996dee0a79821efe445161ed10933,0,0,0,40,27,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,46,47,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,65,25,51,64,56,50,0,79,0,66,0,0,0,0,0,0,38,0,32,0,0,0,0,0,0,0,0,0,0,0
f75ccac1b7d4d8a7ae2ebdf2c3dc8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,44,0,0,40,38,24,51,0,53,39,0,0,21,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0
22baa678071ec83511091e5200c2bffc,0,0,13,18,47,41,23,12,12,46,0,38,100,25,0,0,14,0,22,0,0,50,30,11,12,0,9,10,10,0,24,14,36,16,0,9,15,0,23,9,0,0,0,0,0,9,0,0,0,7,8,20,24,16,0,14,46,49,44,28,0,0,0,0,0,0,0,0,0,0,51,13,64,62,55,81,33,30,53,38,48,24,8,8,0,0,0,0,0,0
234af2837abc1fa60f72aec28f3ac73f,0,0,0,0,0,0,0,0,0,0,0,0,26,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
56b5e9b7ae1af3280fed4d42f8160bfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,25,30,0,0,0,0
a5a79088720610e7ce966b6fdca869f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
ce2e42533e0466d15eb0a76ae518aabb,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e734df95706856b640cef475109b5dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,22,40,0
10837ce493b8e415d4dbe4150708892b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,17,39,0,0,0,0,0
5ba6c0d588fb8f933dea439ef183e174,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0,0,0,0,0,32,23,4,23,15,0,5,0,0,0
4ea93e7c3ae282475fa5bbe6b2155a84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,20,21,22,25,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
