,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
f602cb7a8b6d569e265a73ce028470bf,0.1118039532066823,-0.755650180096352,2.933999171283207,-0.2575495547143807,0.7967545659549282,
c498dfa7ffee71685fa77e2c8a6ab665,0.052216555881867396,0.19651367473554732,2.932834235335192,0.06700469885679983,0.9465779624626693,
09fef5f9e661845523b57faab824cc17,0.4983561467163161,0.29767282520623634,1.429296244823925,0.20826530978740984,0.8350218165192347,
88dd2ff88ae1f796e5f00b160eb0398d,0.43680250903138074,1.9287228812923336,1.9084307681142219,1.0106328788642216,0.31219217329703347,
aa6486d5276e236ae3d02c5b4d1b2dcd,8.588698416133457,1.905889048915145,0.8433323049048905,2.2599502447971416,0.023824339010882073,0.10304538606569195
61478c71b0793379c95edeacb2fd6946,23.41514806109854,24.827629770141897,1.5209334371622933,16.323942365593894,6.668640280944082e-60,4.026525001634036e-57
834798c7e260d6082592aa102f9b97cc,35.51210695822052,7.9034069464110726,0.962808278705887,8.208702730551986,2.235910358730894e-16,1.2053952451801016e-14
e5c322ade0c65d5e69c472f221837684,0.5212587073603291,0.9503242607688067,2.9277900138995836,0.32458757501636887,0.7454932321908005,
f1183cfaedc90766c12f6180ae405f3f,2.365873439358381,-1.8020184007091105,2.4573183121984656,-0.7333272176272987,0.4633588784266715,0.6122015115842981
43b7c951ff3fafca0b3d6ed6f7b00125,1.4965325774150329,-4.115502724067036,2.920669591114295,-1.409095618548515,0.1588068962556307,
f0a09677501c2929cf4eec7d20697ae1,2.174835942232589,-4.263122508408503,2.0532986259834436,-2.0762311212119213,0.03787258024638384,0.1387891895642238
273898b07f95ea008fe021938899f1a7,1.3104067023223607,3.311024018015389,1.4097746059587934,2.3486194204523554,0.018843155641966345,
5cb64a110857f425e4e5346ea9bce1c8,0.7918892499011878,-3.253511399418647,2.3901284775549407,-1.361228666145567,0.17344143777314086,
2b3e494bd04bdbacb717c00e33846c1b,0.7884945120760302,-2.596946277199174,1.4280581946443898,-1.8185157208147646,0.0689853461413512,
1c9b8aef27f1b300106386145f44609a,0.6564409900508266,2.229084161671034,1.9169262751621916,1.1628429275311754,0.2448932367151982,
1f4581e7b4e2b385258dc9424837b62d,0.13978907432622184,0.8312738401065772,2.931498027167537,0.2835662287345177,0.7767428207013609,
f628b8d7ba54cb24eb48e06b9050f11a,0.22284384894714393,1.231856395491233,2.9304718800353653,0.42036110425886997,0.6742216778919762,
f04070493e5423051ff8d0a6c4859f87,2.4161406967026324,-2.373050261672544,2.0935957535048644,-1.1334806433858342,0.257012465356454,0.4158202748719907
1b4cc62186140c02cd553e8fcb7b102e,0.15869940346183836,0.9331427579132848,2.931261316969788,0.31834171607665734,0.7502257440273534,
97a02cf8c5f57518a1308d65aaab5813,1.4895101138761875,3.5044105063326514,1.2391685165779498,2.828033846445942,0.004683485455454499,
ec09d76d559b295969a6eb862075c8ec,0.5153288461380704,1.7545577168756268,1.9389696840106845,0.9048917738860112,0.36552272543408754,
2ddf25a16baf495341cb4072075d6658,1.321083738205259,-4.1532675798113505,2.9212589215089118,-1.4217389459151646,0.15510204954510928,
3e2513be14307fac7694b635b0cc75cc,0.35033464602945524,1.0732629213367932,2.3202521397714073,0.46256305637650735,0.6436775945050183,
2a6d12ea9223d268a24b3254bc59c038,0.9930236807449393,2.2286504750304195,1.822628810801052,1.2227670614132997,0.22141768966155267,
12c0ef79ba5ac2508fe39b76d13af158,0.2708668671339258,1.4220514837786806,2.3676840283861638,0.6006086398056942,0.5481006820653714,
1a84411ef11fc55dbb93803ef0a01bad,0.0,0.0,0.0,0.0,1.0,
c0190a6c5a0cccae42c2159ce631c1a6,0.1550732654801075,0.9134159201252194,2.9313078167042486,0.31160696086574713,0.7553392434656242,
7d82261b9be66e3a82f4bd85b716e258,0.16304654768889662,-0.3421796167473269,2.5591974493380647,-0.13370582908162537,0.8936351956156359,
e58dc6a3b02a43d795c84ec00be35f3b,1.826935232923559,-2.7853560836700053,1.686046742813401,-1.6520040713831312,0.09853372087626174,0.23858687817402172
d257af37cbc33d0c4c0ce6d017248d83,2.873878725385718,-1.2287529105983273,1.3227956819608377,-0.9289060490255707,0.3529377778510104,0.5127618630087586
2daa266b9680882f1b5dffb40cbb17f3,0.2187666703059772,1.2105215978917814,2.9305262276488646,0.4130731151527595,0.6795530461229371,
aeb295550899aa9b373cc9f8b9334b3a,2.003302134122623,-3.622934666632371,2.506925200220917,-1.4451706282712815,0.14840996433153011,0.2936105388708319
f42826837f34f1050d5166fb3bfccf65,0.4410400850024715,1.9276284892492204,2.5449841875370116,0.7574225799472426,0.4487967325489022,
f944d82e6eab25ba0a3a5eac7fe0989e,0.38052961463031476,-2.5600951362976967,2.927811058171655,-0.8744058566048357,0.38189726909387894,
04443f1fefc29f72054a4cf21f8a1946,1.2555588347338351,3.2552758359820424,2.483334208335631,1.3108488680481627,0.18990882867127964,
594d3e33075ff5e1cd9a46d488c84f51,0.24166342634446622,1.3088652744651579,2.930282168692881,0.4466686820979452,0.6551142973320518,
be50956c59d099ba593ad02d11d8a0a7,2.0629168224199823,3.931070553588967,2.1274015797684593,1.8478272231126265,0.06462734137333408,0.19128162925212722
b771b4da1b90a252d5b3caf203392235,0.574958774548143,1.9264211866868597,2.9286785774408957,0.657778290019857,0.5106806066060507,
7165680a66d37efc4f2de676eb3a3c76,9.143886963635714,0.418115905176969,1.3025601314867066,0.32099547273855444,0.7482138217475072,0.8409745077646033
